ID,TARGET
132178,Poor
45431,Good
9394,Standard
95145,Standard
58725,Standard
22350,Poor
133976,Poor
91494,Poor
99092,Standard
147618,Poor
43811,Standard
145917,Poor
148124,Standard
117608,Good
29181,Standard
38768,Standard
32483,Poor
55837,Good
25392,Poor
15573,Poor
148530,Poor
130873,Standard
50879,Poor
92637,Poor
33426,Good
29264,Poor
40126,Good
99886,Poor
9707,Standard
106041,Standard
139114,Standard
138440,Poor
113137,Standard
44433,Standard
88644,Standard
97453,Standard
84474,Good
7489,Good
121522,Standard
148174,Poor
121473,Poor
114225,Standard
75499,Good
54900,Standard
59413,Good
53280,Poor
12702,Good
136870,Good
98733,Poor
32977,Good
118114,Poor
39476,Poor
10284,Poor
69164,Poor
143838,Poor
22292,Standard
22377,Poor
136284,Standard
5696,Good
80790,Poor
99516,Poor
143410,Standard
61187,Good
54871,Standard
14108,Poor
50242,Good
109249,Good
120298,Poor
84997,Good
126277,Standard
17949,Standard
87922,Poor
99775,Standard
137051,Standard
81657,Poor
64977,Good
154416,Standard
31219,Standard
79737,Standard
124050,Poor
77233,Standard
151213,Poor
132174,Poor
22302,Poor
75767,Standard
77508,Good
42030,Standard
109669,Poor
45658,Standard
7002,Standard
6648,Standard
49939,Standard
55896,Poor
137360,Good
109476,Standard
88017,Standard
77148,Standard
58813,Good
65240,Standard
8874,Good
93225,Standard
67736,Standard
80202,Good
68790,Poor
77096,Standard
25523,Good
84934,Standard
15030,Good
90851,Poor
135777,Poor
145758,Standard
151951,Standard
50386,Standard
37428,Good
18324,Standard
137564,Standard
93921,Standard
53137,Good
74767,Standard
48790,Poor
86556,Standard
143892,Poor
62204,Standard
41240,Standard
42948,Good
38578,Poor
52722,Standard
57360,Standard
113622,Standard
52518,Standard
75729,Standard
137352,Good
153618,Standard
101184,Poor
27754,Poor
54824,Standard
5997,Standard
89082,Standard
58905,Standard
51203,Standard
94521,Poor
149097,Poor
153753,Standard
128661,Poor
127669,Poor
30373,Standard
139530,Standard
116087,Poor
135094,Standard
130981,Poor
85198,Standard
25596,Standard
84562,Poor
37813,Standard
142752,Standard
75049,Poor
36306,Poor
69949,Standard
149888,Good
18767,Standard
146027,Good
67342,Standard
143804,Poor
8291,Standard
8818,Poor
39548,Poor
119364,Poor
6457,Standard
44149,Standard
39300,Poor
127244,Standard
90669,Standard
62256,Standard
59394,Standard
143146,Standard
99294,Standard
116446,Standard
154534,Good
152712,Poor
135012,Poor
128449,Poor
25513,Standard
6467,Poor
123285,Poor
31977,Standard
90912,Standard
13787,Standard
142086,Poor
34350,Standard
56353,Standard
37374,Good
45607,Standard
76330,Good
68136,Poor
110221,Poor
100009,Standard
107388,Poor
28975,Standard
58626,Poor
102576,Standard
73150,Poor
81851,Standard
52200,Poor
17987,Standard
67405,Good
86851,Poor
154352,Poor
108236,Poor
64638,Poor
23073,Standard
139090,Poor
28488,Good
65420,Standard
36645,Standard
61818,Standard
151506,Standard
153058,Poor
106165,Poor
60022,Standard
111211,Standard
78370,Standard
121488,Poor
138168,Standard
8496,Standard
10701,Standard
93394,Poor
68215,Standard
148956,Standard
121366,Standard
96781,Standard
38613,Good
121632,Standard
33383,Good
54781,Standard
28571,Standard
148140,Standard
45239,Standard
100350,Poor
44791,Standard
79381,Poor
10640,Good
19993,Standard
129703,Poor
23131,Standard
89497,Good
86017,Good
79329,Poor
109117,Good
78415,Poor
150528,Standard
13676,Standard
51935,Poor
155226,Standard
71278,Poor
41922,Poor
27598,Poor
31074,Standard
80314,Poor
93271,Poor
64813,Standard
26341,Standard
121032,Standard
35889,Poor
58249,Poor
32076,Standard
72045,Standard
35329,Poor
31147,Poor
142966,Standard
83400,Poor
48162,Poor
47916,Standard
119733,Poor
54694,Poor
17905,Poor
117283,Standard
145713,Poor
70066,Good
134461,Poor
47173,Good
11638,Good
110148,Standard
64220,Standard
152575,Good
70664,Poor
21810,Standard
18750,Standard
83994,Standard
127110,Standard
134781,Standard
98322,Good
136153,Poor
103868,Standard
49500,Good
115952,Standard
64835,Poor
81565,Good
128653,Standard
22039,Poor
152855,Poor
116204,Standard
99128,Standard
123908,Poor
136727,Standard
102452,Standard
7389,Standard
81612,Standard
142784,Good
137375,Poor
115579,Good
29592,Standard
103621,Standard
102973,Poor
109044,Standard
51283,Good
108024,Poor
33861,Poor
128397,Standard
79725,Standard
46606,Standard
106357,Standard
132678,Good
111216,Standard
140035,Standard
155106,Standard
146038,Poor
35221,Standard
72167,Poor
69118,Good
33834,Standard
96836,Standard
53864,Standard
136705,Standard
127847,Good
93277,Poor
83184,Poor
116430,Poor
58254,Standard
52417,Standard
109411,Poor
55189,Standard
110699,Good
19436,Standard
63325,Good
59663,Standard
40245,Standard
16702,Poor
149553,Poor
62052,Poor
72561,Good
74759,Poor
145591,Standard
41653,Poor
85064,Good
35708,Standard
56744,Standard
13832,Poor
45380,Standard
94220,Good
10187,Standard
80977,Standard
73353,Standard
103416,Standard
28603,Poor
15261,Standard
19884,Standard
83541,Standard
12249,Standard
119052,Poor
101287,Poor
97870,Standard
118796,Standard
99642,Standard
103033,Standard
18786,Good
27033,Good
19309,Poor
124158,Standard
80184,Standard
25368,Standard
149503,Standard
87150,Standard
99853,Poor
90948,Standard
110977,Poor
146568,Poor
109727,Good
20610,Standard
138897,Good
134600,Standard
92442,Standard
68876,Standard
71168,Poor
88225,Standard
57961,Standard
35148,Poor
93226,Standard
107905,Poor
137120,Good
78373,Standard
92625,Standard
12827,Poor
72318,Poor
63522,Standard
78955,Poor
47185,Standard
57033,Standard
122589,Standard
52508,Standard
110276,Standard
96709,Poor
44675,Standard
102179,Poor
78775,Standard
147163,Poor
143904,Standard
145536,Standard
97679,Standard
97273,Standard
148340,Poor
12440,Poor
28128,Good
99883,Poor
154123,Standard
150631,Good
121639,Standard
104711,Standard
12109,Standard
7398,Poor
23599,Standard
124233,Poor
88462,Poor
60600,Standard
84538,Standard
112196,Poor
24742,Standard
42565,Standard
58363,Poor
21426,Poor
29735,Poor
93492,Standard
19943,Standard
6805,Standard
76867,Standard
130413,Standard
93057,Standard
143340,Standard
75884,Poor
95887,Standard
114469,Good
25846,Standard
34546,Standard
30213,Good
118392,Good
99745,Standard
67523,Poor
75864,Good
15813,Standard
84523,Standard
22534,Standard
26543,Standard
16077,Standard
66406,Standard
117668,Standard
16642,Standard
57092,Standard
148759,Good
145090,Standard
114961,Poor
78163,Standard
125168,Standard
45594,Standard
119641,Standard
27865,Poor
153162,Standard
95124,Poor
7765,Standard
42481,Standard
105239,Standard
68191,Good
93406,Poor
142231,Good
31510,Standard
22281,Standard
147721,Good
126726,Good
9589,Good
143821,Standard
75573,Standard
134939,Good
43896,Poor
7449,Standard
121080,Poor
120694,Good
27981,Standard
60792,Standard
96618,Poor
27445,Standard
128178,Standard
90198,Standard
143218,Good
71384,Poor
143562,Poor
96889,Standard
145737,Standard
88722,Good
127416,Good
80125,Poor
115640,Standard
62472,Poor
104394,Standard
58320,Standard
150901,Poor
99672,Poor
101742,Standard
105323,Poor
144308,Standard
20790,Good
78265,Standard
130439,Standard
119384,Good
86879,Standard
75199,Poor
11370,Standard
128772,Standard
57234,Standard
22450,Good
104240,Poor
51024,Poor
31410,Standard
107935,Poor
147750,Standard
57114,Good
90069,Good
26960,Poor
127620,Good
129947,Standard
120911,Standard
32206,Poor
76389,Standard
21804,Standard
15222,Standard
126492,Good
62952,Standard
108469,Good
39764,Poor
135397,Standard
140971,Standard
58883,Good
40339,Poor
24702,Standard
54696,Poor
85030,Good
147479,Poor
66717,Standard
32574,Standard
43941,Good
92437,Standard
63084,Good
30429,Standard
97560,Standard
21742,Standard
18205,Standard
148918,Good
43043,Standard
136739,Poor
59281,Good
101844,Good
83998,Standard
16056,Poor
82208,Standard
52338,Poor
131098,Standard
114127,Poor
143639,Standard
143665,Poor
43017,Poor
141837,Standard
105980,Good
31381,Standard
25045,Standard
103786,Standard
43919,Standard
38480,Poor
154411,Standard
48451,Standard
11334,Standard
106032,Standard
136439,Standard
115940,Standard
46425,Standard
24630,Standard
65876,Standard
111043,Poor
7065,Standard
32026,Standard
39787,Standard
19968,Standard
31681,Poor
129694,Standard
82450,Good
11389,Standard
109762,Standard
143677,Poor
149408,Poor
41554,Good
64354,Good
145219,Poor
136331,Standard
114370,Standard
18118,Standard
75216,Poor
154800,Poor
65579,Poor
23160,Standard
152502,Standard
62257,Poor
70411,Standard
110576,Poor
139760,Good
118919,Poor
61639,Standard
113840,Standard
19686,Poor
149087,Good
14517,Poor
140193,Standard
57970,Standard
82273,Good
85305,Standard
149084,Good
40461,Good
55931,Poor
27587,Poor
96814,Poor
27789,Standard
24968,Standard
8004,Standard
91633,Standard
144851,Poor
66768,Poor
17180,Standard
81299,Standard
41119,Standard
74143,Poor
96919,Good
118453,Standard
55357,Standard
69726,Standard
26279,Standard
90391,Standard
17927,Standard
132764,Standard
105906,Standard
48564,Poor
43521,Poor
88557,Standard
89238,Good
73090,Standard
135384,Standard
121331,Poor
91062,Standard
74684,Poor
32172,Standard
141023,Standard
147335,Good
139147,Standard
99571,Standard
62074,Good
154087,Good
94681,Standard
39969,Poor
148933,Good
59516,Poor
78466,Standard
72848,Standard
38652,Poor
92817,Standard
102727,Standard
62735,Standard
98916,Poor
104328,Poor
119279,Standard
95497,Poor
5963,Standard
108990,Standard
154201,Standard
116167,Good
75193,Standard
33092,Poor
65937,Standard
131947,Poor
151124,Good
49966,Poor
108372,Poor
29288,Standard
104267,Standard
96204,Standard
108274,Good
116120,Standard
34702,Standard
94892,Poor
114490,Poor
45330,Standard
65377,Standard
114598,Standard
146107,Poor
144253,Good
18787,Standard
25737,Poor
139952,Standard
112185,Standard
108427,Good
124470,Poor
83111,Standard
92552,Poor
38310,Poor
139820,Standard
76476,Good
90898,Good
27925,Standard
72744,Poor
62382,Good
53975,Standard
151307,Poor
132009,Standard
113688,Standard
109941,Standard
44520,Standard
97523,Poor
30791,Poor
139450,Good
116158,Poor
107758,Good
146375,Good
135213,Good
138816,Poor
58136,Poor
80023,Standard
131149,Standard
56161,Standard
104471,Good
39621,Standard
31428,Standard
25008,Poor
43416,Standard
56816,Standard
9865,Good
57217,Poor
28773,Standard
109783,Standard
102757,Poor
45128,Standard
25897,Poor
15721,Standard
62686,Standard
136448,Good
146998,Standard
122862,Poor
58139,Poor
114849,Good
6731,Good
5929,Standard
96921,Good
128335,Standard
49654,Poor
61400,Poor
58453,Poor
149901,Standard
49976,Poor
136701,Standard
66826,Standard
91302,Standard
39204,Poor
71460,Good
21812,Standard
71148,Good
126913,Good
56710,Poor
100173,Poor
76716,Standard
134347,Standard
117109,Poor
96332,Standard
72466,Good
90008,Standard
119949,Standard
43189,Good
95209,Standard
7285,Standard
102081,Standard
26136,Standard
26805,Standard
135491,Standard
45343,Poor
30548,Standard
45812,Good
115859,Standard
144720,Standard
142578,Standard
101660,Standard
105047,Standard
62250,Standard
26566,Standard
155370,Standard
20700,Standard
132180,Poor
64294,Standard
107479,Good
82818,Good
52064,Standard
99259,Standard
17101,Good
11241,Poor
70068,Good
6047,Standard
53387,Standard
118741,Standard
145567,Poor
150490,Standard
135920,Good
84119,Standard
147493,Standard
117632,Poor
36883,Poor
120588,Standard
28519,Standard
63732,Good
153776,Standard
142798,Poor
109627,Standard
123438,Poor
41016,Standard
101712,Poor
5748,Good
23281,Standard
32118,Good
100237,Standard
80107,Poor
155023,Good
15117,Good
97302,Standard
154715,Good
94076,Standard
153260,Standard
131818,Standard
17856,Standard
15023,Poor
13249,Standard
22523,Good
34462,Standard
19476,Good
110083,Poor
125802,Standard
22784,Poor
109416,Poor
80649,Standard
74133,Good
6991,Poor
96154,Standard
75263,Poor
94392,Standard
139584,Standard
121518,Standard
75396,Good
39093,Good
88139,Poor
154392,Standard
29503,Standard
60474,Standard
50058,Good
146767,Poor
35698,Standard
9094,Poor
144438,Standard
139280,Standard
146207,Standard
55041,Standard
18109,Standard
115857,Poor
114117,Standard
119099,Standard
72588,Standard
19784,Standard
90921,Good
100880,Standard
54631,Standard
108489,Poor
124524,Poor
97330,Standard
122785,Good
151426,Good
66632,Standard
23670,Poor
127818,Standard
111450,Standard
30649,Good
75558,Poor
134876,Standard
64141,Standard
125398,Standard
40267,Poor
114325,Poor
114465,Good
30310,Poor
72536,Poor
85111,Standard
125302,Good
128472,Poor
104605,Standard
108553,Good
73057,Poor
136664,Poor
30442,Standard
135743,Standard
23766,Good
101599,Good
134508,Standard
137999,Poor
8010,Poor
82237,Standard
98806,Poor
106111,Standard
122658,Poor
74316,Standard
88302,Standard
15632,Poor
95062,Good
103174,Poor
122406,Standard
92382,Standard
129312,Poor
61848,Standard
83545,Standard
76477,Good
105862,Standard
50408,Good
67077,Poor
11778,Good
119252,Good
110685,Poor
77625,Good
40399,Good
62444,Poor
17089,Poor
72877,Standard
95792,Standard
85302,Standard
92071,Standard
70400,Standard
29145,Good
22630,Poor
73759,Standard
31296,Good
113673,Standard
45798,Good
114728,Standard
21529,Standard
129769,Poor
98928,Good
133906,Poor
78367,Standard
91752,Good
44265,Standard
100015,Standard
12733,Standard
92077,Standard
33836,Standard
108187,Poor
26713,Standard
90420,Standard
120925,Standard
106822,Poor
128541,Standard
69911,Poor
131192,Poor
58039,Good
149770,Poor
43170,Poor
7955,Poor
115172,Standard
73004,Standard
81659,Poor
65220,Standard
18847,Poor
55436,Standard
107469,Standard
33991,Standard
30970,Good
109303,Standard
155335,Standard
15354,Standard
126814,Standard
70943,Poor
81815,Good
18949,Standard
75061,Standard
99333,Good
131586,Good
147695,Poor
140100,Good
12810,Good
147636,Poor
95457,Poor
117846,Poor
18006,Poor
114045,Standard
89087,Standard
27702,Poor
120445,Poor
72814,Poor
136174,Poor
66246,Standard
145956,Poor
6405,Standard
148245,Standard
47002,Poor
99438,Standard
154785,Standard
41169,Standard
72774,Poor
124124,Poor
67665,Standard
130164,Poor
90187,Standard
42450,Poor
42961,Good
135896,Standard
150703,Standard
8136,Standard
154326,Poor
24216,Poor
93181,Standard
127100,Poor
129611,Good
99584,Poor
149122,Standard
7331,Good
126055,Standard
60840,Poor
88127,Standard
113361,Poor
122184,Poor
11565,Standard
124405,Good
63128,Good
73344,Poor
76303,Standard
33883,Standard
77797,Standard
34630,Standard
151258,Standard
146346,Standard
28211,Standard
138828,Standard
11263,Standard
129659,Standard
45047,Standard
109914,Standard
91712,Good
19306,Poor
101732,Standard
116817,Standard
38365,Good
93527,Standard
152137,Standard
58917,Standard
121606,Poor
124963,Standard
34603,Poor
12140,Good
97650,Standard
135359,Poor
42810,Standard
117560,Standard
117921,Standard
51333,Good
76197,Standard
85885,Standard
44269,Standard
54835,Standard
95207,Standard
81730,Poor
90059,Poor
74184,Good
90788,Standard
40488,Poor
114468,Good
134205,Standard
150935,Standard
120690,Standard
23313,Standard
128239,Standard
38526,Poor
26424,Poor
98771,Standard
25498,Poor
53071,Poor
99764,Poor
128696,Poor
134300,Good
143290,Poor
120900,Poor
97188,Standard
35484,Standard
71484,Standard
139704,Standard
143554,Standard
54816,Good
114169,Standard
149526,Good
96344,Poor
97518,Poor
34209,Good
62243,Standard
98940,Standard
26168,Standard
43230,Good
144516,Standard
127090,Standard
114786,Standard
140648,Poor
136578,Poor
88211,Poor
144430,Good
69825,Standard
99108,Standard
112256,Good
130003,Poor
23629,Standard
7700,Standard
121952,Standard
101265,Good
52441,Poor
14723,Standard
58488,Standard
65938,Standard
40820,Poor
153948,Standard
122838,Poor
143929,Standard
89950,Standard
54695,Poor
143845,Poor
93240,Standard
26423,Poor
17985,Standard
147588,Poor
152289,Standard
105246,Standard
144812,Standard
94641,Standard
38286,Standard
7027,Standard
105642,Standard
16747,Good
14507,Standard
23783,Standard
8784,Poor
67140,Poor
82219,Standard
58547,Poor
84681,Poor
86326,Poor
115256,Standard
142426,Standard
151582,Standard
149469,Poor
133354,Standard
37861,Good
143010,Standard
69912,Poor
15456,Standard
70833,Poor
81599,Poor
130354,Standard
39871,Poor
113277,Good
40735,Poor
45906,Good
101328,Poor
39577,Standard
10089,Standard
144714,Standard
32843,Good
58117,Standard
113929,Good
118751,Standard
151318,Standard
6177,Standard
57071,Poor
83610,Good
35316,Standard
46009,Poor
153505,Good
11766,Standard
32252,Standard
25278,Standard
27337,Standard
147007,Poor
118484,Standard
99237,Good
88441,Poor
12709,Good
45274,Good
139471,Good
94152,Standard
22075,Standard
15744,Poor
9971,Standard
49857,Poor
52225,Standard
93105,Good
70243,Standard
139549,Good
15071,Poor
128658,Poor
81733,Poor
19285,Poor
49885,Standard
9006,Standard
43245,Standard
54685,Standard
148090,Standard
115460,Poor
17756,Standard
104940,Standard
70567,Good
42416,Standard
129361,Standard
132756,Poor
126505,Standard
73835,Poor
147406,Standard
120390,Standard
84193,Standard
113695,Standard
75380,Good
127198,Standard
123493,Poor
61786,Poor
46438,Standard
33142,Standard
15792,Standard
53196,Good
106233,Standard
141479,Standard
9116,Standard
91825,Poor
43447,Standard
39246,Good
19595,Poor
39441,Good
29493,Standard
22917,Poor
25140,Poor
61534,Poor
56892,Poor
66450,Standard
84164,Standard
119718,Poor
92172,Standard
27156,Standard
7857,Standard
96152,Standard
153510,Standard
55333,Standard
29098,Poor
85254,Poor
36346,Good
74146,Poor
27332,Standard
27584,Poor
62940,Standard
117931,Poor
56953,Standard
94296,Poor
16800,Poor
57210,Poor
40835,Standard
104014,Poor
122216,Poor
88199,Good
26460,Standard
71241,Poor
153090,Standard
43471,Standard
48884,Standard
79894,Standard
137098,Standard
55184,Standard
37257,Good
20780,Standard
61327,Poor
57801,Standard
87466,Standard
74460,Standard
62731,Standard
99071,Good
144753,Poor
145160,Standard
137154,Standard
7963,Poor
86347,Good
57106,Standard
53833,Poor
65358,Good
36294,Poor
128874,Standard
131805,Standard
100595,Good
99487,Standard
93308,Poor
36829,Good
111764,Standard
37655,Standard
122496,Standard
12288,Standard
102849,Poor
46596,Standard
143617,Standard
147287,Standard
43221,Standard
65904,Poor
78180,Poor
131196,Poor
95024,Standard
118736,Standard
91763,Standard
131509,Poor
64296,Standard
125767,Good
50529,Good
44936,Standard
155491,Standard
11353,Standard
85712,Standard
57745,Poor
80588,Poor
115592,Good
92599,Poor
100632,Standard
99537,Standard
99673,Poor
39463,Standard
44401,Poor
55280,Standard
75222,Standard
93511,Good
124200,Standard
121619,Poor
60238,Poor
10818,Standard
147799,Poor
107936,Poor
133714,Standard
65364,Good
143491,Poor
79317,Good
97533,Standard
117121,Standard
79435,Standard
85847,Good
82678,Standard
103512,Standard
94882,Good
85422,Standard
63985,Standard
114249,Standard
63757,Standard
143778,Good
78476,Good
123250,Good
139033,Standard
108610,Good
7764,Standard
135936,Poor
94717,Standard
98614,Standard
74986,Standard
35075,Standard
15907,Standard
122877,Standard
136942,Standard
140830,Poor
58585,Poor
153501,Good
133258,Standard
52389,Poor
147011,Poor
122958,Standard
150306,Poor
25619,Standard
144116,Poor
80161,Standard
147091,Poor
22423,Standard
118472,Poor
52987,Standard
39944,Poor
107074,Poor
32001,Standard
23494,Poor
145194,Standard
10678,Good
127746,Standard
21870,Good
120156,Poor
147202,Standard
74634,Standard
47804,Standard
14961,Standard
52835,Poor
26759,Good
151932,Standard
95244,Standard
62768,Standard
121449,Standard
32096,Poor
103272,Poor
68099,Standard
108635,Standard
130833,Poor
12331,Standard
17611,Standard
11130,Standard
104866,Standard
79002,Good
56778,Poor
102023,Standard
41120,Standard
75858,Good
68887,Standard
33433,Good
19640,Good
129042,Standard
47288,Standard
134408,Good
138011,Standard
138573,Good
6775,Standard
140949,Standard
94446,Standard
153190,Standard
89010,Poor
127520,Poor
54799,Standard
121981,Standard
42756,Good
98238,Standard
81630,Poor
47994,Poor
40042,Standard
80112,Poor
126466,Good
95964,Standard
139338,Standard
34715,Standard
105201,Poor
50195,Poor
85351,Standard
11122,Poor
85104,Good
20905,Standard
23838,Standard
38070,Standard
49255,Standard
112975,Standard
116563,Good
72765,Poor
141308,Standard
11098,Poor
81104,Good
60119,Poor
31026,Good
19917,Standard
39383,Standard
31585,Standard
86504,Standard
39968,Poor
50975,Standard
68647,Standard
70932,Poor
11782,Good
45576,Standard
64998,Standard
49029,Standard
70834,Poor
120872,Poor
83928,Poor
74097,Good
38026,Good
15048,Standard
76873,Standard
95017,Poor
104911,Good
93539,Good
112309,Poor
9397,Standard
134443,Poor
143865,Standard
12082,Good
37884,Poor
36814,Poor
124813,Poor
10582,Standard
104445,Poor
59565,Poor
148330,Standard
152432,Poor
38628,Standard
153426,Standard
106801,Standard
72431,Standard
104190,Standard
113338,Standard
148585,Good
151770,Poor
38219,Standard
125829,Standard
19029,Good
145074,Standard
117308,Standard
138179,Good
56648,Standard
89721,Standard
90119,Good
77915,Standard
115941,Standard
108589,Standard
43591,Poor
125772,Good
25952,Good
141079,Standard
113358,Poor
10928,Standard
110266,Standard
58753,Standard
114348,Good
77733,Standard
103340,Standard
144323,Standard
16308,Poor
10544,Poor
106884,Poor
65385,Good
73507,Standard
71362,Standard
33427,Good
23084,Standard
71863,Poor
79808,Standard
150719,Good
17209,Standard
37086,Standard
137061,Standard
12514,Poor
117805,Standard
62937,Standard
69514,Poor
99097,Standard
147612,Good
82401,Good
115631,Good
134685,Standard
112765,Poor
26617,Standard
123586,Standard
138553,Standard
109723,Good
111309,Good
16053,Poor
110156,Standard
17365,Standard
88650,Poor
124465,Standard
56723,Good
146077,Standard
138175,Good
104113,Standard
64656,Standard
86698,Standard
119893,Good
37304,Standard
86948,Poor
82546,Standard
99780,Poor
106043,Standard
61509,Poor
58153,Poor
140387,Good
144876,Standard
129289,Standard
134027,Good
144180,Good
115390,Poor
97570,Standard
59701,Standard
49077,Poor
139881,Standard
18433,Standard
153993,Standard
153128,Standard
62430,Standard
145916,Poor
100998,Standard
92851,Poor
33440,Standard
94518,Poor
132584,Standard
144525,Standard
101925,Standard
59227,Good
68339,Poor
124509,Standard
53805,Poor
107447,Standard
119423,Poor
8915,Standard
8119,Good
65820,Poor
43270,Standard
110094,Poor
119743,Poor
61585,Standard
125454,Poor
121267,Poor
78572,Standard
10508,Standard
49200,Poor
128711,Standard
82512,Standard
34846,Poor
68478,Poor
85525,Standard
98970,Standard
78992,Good
134242,Standard
109956,Standard
129193,Good
85376,Poor
33080,Standard
134625,Standard
152658,Poor
95479,Standard
97715,Standard
42118,Standard
31596,Standard
149154,Standard
96775,Standard
92520,Good
115246,Standard
131157,Standard
150984,Standard
74927,Standard
90704,Standard
58818,Standard
113665,Poor
104444,Poor
88578,Poor
73785,Good
106127,Standard
147732,Standard
108865,Poor
41220,Good
37134,Poor
47144,Good
139489,Standard
151306,Poor
87395,Poor
13351,Poor
110973,Standard
58568,Standard
100484,Poor
118314,Standard
143880,Standard
92448,Standard
30669,Good
109134,Poor
60396,Standard
132311,Poor
62422,Standard
25005,Poor
116974,Poor
76321,Poor
82350,Good
80206,Good
151260,Standard
55801,Good
68432,Good
92986,Standard
92226,Poor
135848,Poor
123925,Poor
115966,Poor
32780,Standard
17887,Poor
145584,Standard
63193,Standard
72451,Poor
152722,Poor
120864,Standard
43327,Good
141848,Poor
138983,Standard
72733,Standard
133703,Good
31735,Standard
89136,Standard
31285,Standard
50640,Poor
107757,Good
93668,Poor
123095,Good
25176,Poor
147477,Poor
123690,Poor
83575,Poor
64292,Standard
123898,Standard
96348,Poor
83352,Standard
96514,Poor
68287,Standard
155214,Good
22856,Poor
48234,Poor
50492,Poor
53316,Poor
76584,Standard
44445,Good
42801,Good
115771,Good
83718,Standard
87241,Standard
155527,Standard
136607,Standard
37376,Good
68267,Good
45947,Standard
25112,Poor
29064,Poor
13657,Standard
29432,Good
30906,Standard
144018,Standard
44674,Standard
147921,Good
6973,Standard
110794,Standard
32121,Good
111191,Standard
82177,Standard
137363,Good
65914,Good
68735,Standard
39312,Standard
107821,Standard
109212,Poor
89240,Good
38504,Poor
73271,Standard
46005,Poor
32544,Standard
6791,Standard
141247,Poor
57718,Poor
98409,Good
21479,Standard
17159,Poor
144468,Poor
50829,Standard
144599,Good
141636,Standard
50515,Good
130545,Standard
19391,Standard
14328,Standard
82967,Standard
116530,Standard
42343,Good
87348,Standard
37124,Standard
93273,Poor
146362,Poor
89784,Standard
100351,Poor
54742,Poor
89179,Poor
38651,Poor
58099,Good
152025,Standard
124837,Poor
27646,Poor
118885,Poor
60359,Poor
77000,Poor
25830,Poor
51501,Poor
152027,Standard
36358,Standard
71448,Poor
33240,Standard
9106,Poor
118558,Poor
94556,Poor
13199,Standard
102249,Standard
105321,Poor
49054,Poor
28259,Poor
21325,Poor
57366,Poor
91307,Poor
101902,Standard
44300,Standard
115991,Good
40823,Poor
104492,Standard
22387,Standard
128610,Good
130722,Poor
97705,Poor
113521,Standard
138529,Good
138536,Good
136328,Standard
10614,Standard
141862,Good
19906,Standard
123510,Standard
141876,Standard
116986,Standard
81042,Poor
12671,Poor
114872,Standard
118905,Standard
154583,Standard
54743,Poor
134941,Good
103554,Standard
40063,Standard
67463,Poor
78817,Standard
9239,Good
68543,Standard
30069,Standard
50795,Standard
57322,Standard
138344,Good
12079,Good
127386,Poor
116699,Standard
127020,Poor
71914,Standard
65578,Poor
126201,Poor
66009,Standard
83364,Standard
101125,Standard
28436,Poor
103422,Standard
148221,Standard
63499,Standard
107252,Standard
142944,Standard
102169,Standard
80362,Standard
90429,Good
74119,Poor
87011,Standard
90865,Good
115248,Standard
9366,Poor
153369,Good
146802,Poor
82194,Poor
59578,Good
91296,Good
11706,Poor
58484,Standard
121881,Standard
82735,Standard
136895,Standard
108549,Standard
91366,Good
127472,Standard
140591,Poor
80867,Poor
125252,Poor
121137,Poor
28645,Poor
23592,Poor
114755,Good
148811,Standard
123298,Good
110208,Poor
47914,Standard
15312,Standard
78249,Standard
111528,Standard
149073,Standard
53013,Standard
113598,Standard
139710,Standard
128220,Standard
84613,Standard
133723,Poor
120527,Good
77599,Standard
47662,Poor
141138,Poor
146013,Poor
119314,Standard
132129,Standard
122574,Standard
65180,Standard
101341,Poor
146589,Standard
25558,Good
114680,Standard
60622,Good
114187,Poor
67572,Standard
135769,Standard
59314,Standard
120661,Good
46711,Standard
120345,Poor
119253,Good
117258,Poor
28079,Poor
17337,Poor
126265,Standard
145883,Standard
26207,Standard
151101,Standard
17506,Poor
51320,Poor
23389,Standard
84894,Standard
73845,Good
74914,Poor
18492,Standard
57672,Good
19316,Poor
100426,Standard
75539,Standard
112224,Poor
129841,Good
55268,Standard
12467,Standard
41317,Standard
135846,Poor
23982,Good
37160,Standard
32409,Standard
33036,Poor
87522,Standard
150586,Standard
107746,Standard
21250,Poor
121459,Poor
60406,Good
145921,Standard
127260,Good
35855,Standard
43175,Poor
95767,Poor
91199,Poor
103921,Poor
13030,Standard
41118,Standard
111728,Poor
60252,Good
78347,Standard
20239,Poor
49596,Poor
117285,Standard
59095,Poor
138919,Poor
50676,Standard
14999,Poor
99503,Poor
61173,Poor
134928,Standard
71142,Good
50589,Standard
71505,Poor
141378,Standard
90571,Standard
77959,Standard
38973,Standard
61497,Poor
111298,Standard
24798,Standard
99021,Good
75644,Standard
33960,Standard
99996,Standard
16680,Standard
44034,Standard
26985,Poor
65615,Standard
50267,Standard
56035,Poor
123692,Poor
83829,Standard
40164,Poor
97734,Poor
53760,Poor
6174,Standard
33421,Standard
92326,Poor
91602,Poor
83876,Poor
39072,Standard
23317,Good
147643,Standard
128963,Standard
121945,Poor
153024,Poor
34524,Standard
77867,Poor
83970,Standard
91878,Standard
20481,Standard
101003,Good
26647,Poor
94474,Poor
104386,Poor
147538,Standard
15978,Standard
7705,Standard
116050,Poor
81634,Poor
34992,Standard
34245,Good
74661,Standard
12127,Standard
45348,Poor
110077,Standard
9313,Poor
53085,Standard
74773,Standard
51637,Standard
76951,Poor
78875,Good
62766,Standard
